Comment,Sentiment
Your content and video are awesome didi,Positive
What is the best stream after 10th for coding.please please tell me,Positive
Mam i am going to join mca course but i have done bsc chem. So plz suggest me what i should learn before joining mca  course.,Neutral
Hacking ke liye kon sa language sikhna parega di?,Neutral
"Mam. I'm doing my bba now. What should I learn. 
Which coding is good for me. 
I'm very confused. So mam please Recommend me.",Positive
3:32 4:20 5:22 6:24 6:55 8:18 8:49,Neutral
Java software kaise download karna hai window 10 me full process ya koi video hai us par,Positive
I am in diploma CSE  can anyone prefer me a language to start,Neutral
Didi macbook shi hai ky coding k liye,Neutral
one of the most influential person in our life................,Positive
"I need guidance 
 Mai 3yr BTech (IT) Student hu 
Or C language aati hai bs 
Tho mujhe krna kya chiye ab smj ni aarha.plz Shree some knowledge.😊🙏",Neutral
#Tsang,Neutral
I am in class 12,Neutral
Di meko cyber security i.e. data penetration nd similar chizo Mein intrest hai to kon si se start kru..?,Neutral
What should someone with no background in computers start learning? C++ Java or Python? Pls help,Neutral
Ma'am hum koi bhi field se coding kr sake h ky jaise mai D.ed ki student hu to mai kr sakti hu ? Or mujhe job mil jayegi?,Neutral
"Software development ke liye sabse badiya language konsi he?
[Java,C#,Golang]",Neutral
English clases please,Neutral
Didi coding kya ek course nikalo.. ekdum basic level say..,Neutral
Abe chutyi sirf batu karhi ho physically nhi smja rahi ho hmy,Neutral
Why not flutter dart mam ?,Neutral
What is project??,Neutral
Thanks ma'am!!,Positive
Shardha dii Maine graduation maths se kiya hai or MCA NIT NIMCET 2023 se krne k liye ek coaching join kiyu ..... Lekin abhi coaching me preparation ka man nhi kr rha hai ....drop ko leke Mai confusion me hun ..give me a road map shardha dii and Aman bhaiya,Neutral
🇧🇩🇧🇩,Neutral
Unfortunately i am in last year and still lost about which career to choose 😥,Neutral
"Ma'am I am from Bangladesh,,, I am in intar 1 year,,, because of my middle class, I am not able to get admission in good college,,, since childhood I am very fond of learning coding,,,, I am applying for admission in good college,,, They are asking me to go,, but due to being middle class I couldn't go anymore,,,my father doesn't want me to wear it,,,so I joined a small college now how can I learn coding please tell me,,,please please🙏🙏🙏",Positive
Great Explanation Presentation,Positive
What to lo,Neutral
11th starting,Neutral
B.com student kr sakte hai kya.,Neutral
Change how to start coading? To WHY to start coading?,Neutral
Shraddha ji mare koi interest nahi hai coding sikhane mein mujhe driving bahut pasand hai mujhe car aur truck aur bus chale bahut pasand hai,Neutral
Can commerce student can do,Neutral
I am b.com student can i learn coding and still get job or it will effect my Course i took in college?,Neutral
kya arts ke students  coding  sikh sakate hai,Neutral
Mam I completed my  inter next cse or it which is best mam,Positive
"Bhai pehle to ye btao coding sikhe kisse😒😒
Smj hi nhi aata yaar😒😒",Neutral
Mairko cording karna hai class 10 mai hu mai,Neutral
Very informative,Positive
Sir I am a BA student not BCA or computer science student can I get reported good company job. And what is the road map,Positive
Mam cse cyber security ke leye best konsa rahega,Positive
Shradhdha DD I am 51 yr old and worked in steel industry from 92 to 2011 now I wants to learn and understand coding  For automation of any process for machine coding can be important,Positive
Thank you so much 💓😗 sraddha didi ❤️❤️,Positive
❤️,Neutral
"Please any one tell me 
Can I code on my realme pad",Neutral
"Didi,website development ka course me future bright hone ka chance kitna ha",Positive
Java c++,Neutral
Thank you so much didi❤️,Positive
Coading hota kha pe hai,Neutral
Mujhe computer akdm akdm normal aati h fir bhi m ye course krlu,Positive
"Art student ka coding sik ka koi job milsakti ha, please bata na🥺🙏🙏🙏",Neutral
Mam your classes address,Neutral
I'm a ba student can I start coding and how to start and what is the right way,Positive
Kon se website pe acchi se learn karbati hai,Neutral
C++ ke liye classess?,Neutral
Bca kr ke coding complete kr ke can i get a good job?,Positive
"Best laptop for learning coding
Please give reply",Positive
मैडम मैं hindi medium student हूं तुम मुझे coding सीखने से पहले English कितनी सीखनी पड़ेगी,Neutral
"Namaste didi 
MBBS student from delhi 
I want to learn coding so how can I start 
Didn't know about coding 😅",Neutral
Ma'am commere candidate will get a job in any company when I know the coding,Neutral
Coding sikhne ke liye kya science background se hona zaruri hai. Koi commerce ka student Sikh sakhta hai kya?,Neutral
Which is the best java or c language,Positive
Hi i discounted  my engineering   in third year so can i applicable for soft ware engineer pls inform me,Positive
Informational video #techcart,Neutral
I'm going to pursue Bca degree and waiting for cuet result to have admission there.... Till then i have thought to learn some basics for Bca... Please guide me what should I learn....,Neutral
i am an commerce student and currently doing BBA in college i want to ask you that can i also learn coding or not can i be a codder or not please reply,Neutral
Mam I am a mechanical engineer and want to start my career in coding field can u please suggest me please what should I do online which course to start so that I can earn as a part time career.,Neutral
C# ka course be banady plz,Neutral
Can I make projects by learning C++ ?,Neutral
Di Code editor's ke bare me ek explanation video banao please,Positive
"Didi,  please  software testing k uper ak course banaiya",Neutral
I'm not from background of b.tech bca can I learn coding,Neutral
"I am 19 yrs old I know C,phyton and PHP",Positive
I am frm medical background but still love to learn computers,Positive
i am in VII i want to learn to hacking,Neutral
Dusre stream k students coding sikh sakte hai kya like commerce walew,Neutral
I don't have a creative mind should i start?,Positive
Thx  ma'am I am from Pakistan and I watch your videos very carefully,Negative
Don't call yourself as didu,Neutral
Python or javascript for freelancing ? Answer plz,Neutral
Thanks you so much everything you told us is really so helpful,Positive
agar koi btech ya bca ka student hai to vo placement ke liye coding kyu sikhe ga?? I mean usko to phle se hi codin aati hogi?? uske college walo ne sikhai hogi?,Negative
Hi mam i'm in 12 but my school didn't have ip subject I'm from commerce side with maths and no here to guide me properly and i'm intrested in coding but i don't know what to to after 12th @apnacollege,Negative
"Languages to Learn For Me: Java,C++ or C# and Python.",Neutral
"I want to learn coding only for fun /school because I had completed my 10th standard and I choose science in 11th 😁😁❤❤
Because my aim is to  be an IAS officer ❤",Positive
Maim web development  sikhne ke liy free course koi batay,Positive
I am child,Neutral
"Maam, electronic engg se diploma kr rha hu aur mujhe project k liye coding sikhni h to mujhe pls btayiye kaun si language best rhegi.... Pls help 🙏",Positive
Di m doing normal graduation but i want to learn coding also after i completed coding course then i can applicable for doing job in Microsoft or Google companies?,Positive
Mam what to learn for ethical hacking,Positive
1st time I watch a video in which I understand each word to word meaning of the introduction thqq...mam,Neutral
kya bakvas hai,Neutral
Didi ethical hacking pa ek pura video banona plzzz🤞,Positive
Can we practically do these projects too,Neutral
"hello mam, if you don't mind can you tell me that to become a hacker what language to learn.. please make a video on this , how to become a hacker, i know that this illegal but please help me only you can help. please",Negative
Didi Mera v aim hai ek coder banne ka lekin family background kharab hai is liye laptop b afford ni kar sakta.   Isliye main kya karoon plz batao dii,Positive
Can I learn more then one language?,Positive
"Mam, ISRO join karna konsi language sahi h?",Neutral
First thing don't bite your pen 💩🤣🤣,Positive
6:53,Neutral
Which language i prepare first,Positive
Hello mam i am new on coding i am in 11 th std how i can start coding,Positive
Cybersecurity ke upar ek video banaiye plz,Neutral
"Ma'am, arduino?",Neutral
"I'm a BBA fresher, and want to learn a language, I'm also planning to consider business analysis for MBA, can you please suggest me the best for me.",Positive
nice,Positive
Kaya B.A vale students bhe coding sikh kar ek software company me work kar sakte hai,Neutral
"Mam mai mechanical automobile se diploma kiya hoo , mai chahta hoo mai wave developing shikhna chahta hoo , kya ye meri help karegi age kyoki mere pass koi bhi it se related degree ya certificate nahi hai
?????????????",Negative
Learning coding for start up.,Neutral
Hello mam I am studying in a ba but I am see Satya kya coding language Java and C++ ...??,Neutral
Mai BA. Krr rha hu Orr coding se job Krna chahta hu to kya mujhe isse khi job milna possible hai ?,Neutral
Can a BCS student starts coding,Neutral
@Aman dhattarwal road map bna dijiya ek plzzz @apnikaksha,Neutral
Provide subtitle ma'am plz 💔,Neutral
You play me motivation and i am going to start my learning  of cooding i wish i will leave my coding i am at class 7,Neutral
Resumes mean?,Negative
Mam mene BSc Biotech se degree ki hai to me coding shik sakta hu kya plz reply karna mam,Neutral
Bss kahi se laptop mil jaye to maza aayega 🥴,Neutral
aapka whattsapp number mil payega kuch information chaiye thi,Neutral
"1. What to learn 
Placement,  data science, software development , Machine learning 
2. Languages 
Java, c++, python 

3. Learn the basics 
Variables 
Loop 
Aray 
4. Build a project 
For resume",Neutral
"لا إله إلا الله وحده لا شريك له,  محمد رسول الله",Neutral
hello mam thank you for valueble information,Neutral
10/7/22,Neutral
Mam i am an mba student too yee mere liyee yee useful hh kii nii,Negative
That ending quote  ❤❤❤❤❤,Neutral
Dii batao ki ye coding kis application par hota hai,Neutral
Mam BCA will be easy or tough,Positive
Didi is your surname? 😅 first time watch this video and listen hii everyone and me hun aapki shraddha ‘DIDI’  and welcome to appna clg 🤣,Positive
Thank you didi bhut bdia video bnyi hai 👍👍❤️❤️❤️❤️❤️,Neutral
Thank you mam,Neutral
Mam plz cyber security per video bna dijiye with complete information,Positive
THANK YOU MAM,Neutral
"Surbjohidtufent


Hoshatsdhadi",Neutral
Didi jise coding bilkul nahi ati unkeliye bhi achya sa samazme ane vala coding fta fat sikhne vala video bnadijeyena please 🙏🏻,Neutral
Bahut mst introduction hai. Bahut achha laga,Neutral
nice recommendent,Positive
"MAM , BOARDS MAIN PYTHON HI AAYEGA",Positive
i am doing my 3rd btech now and i wanted to do my ms after ug so can i get to know which job is best in cse side for freshers and what we need to learn for it,Positive
also take a lecture for Didi GIS (Geospatial technology) developer in  hindi Lecture plz,Neutral
Didi mujhe coding main interest nahi thha but main BCA ka students hu koi non it ka video banaiye,Positive
Wow mam,Positive
I am a student of 10th standard and i want to learn coding...,Neutral
Mam i know coding Knows HTML and  java but i don't have certificate can i get work in any organization company.,Neutral
Hacker ke liye best language kya hai?,Positive
"Hii mam
I just completed my B.Sc
Can I get a job by learning coding?",Neutral
"Hello, I have just completed bba now i want to do coding so will it be right for me..plz tell me all of  who have experience",Positive
I am chose bscit,Neutral
Didi kya coding hume University wale sikhate hai?,Neutral
Thanks Didi I am going to begin my engineering . Now you gave me another new hobby,Positive
Didi software engineer banna k liya konsa language shekna chahiye....???,Neutral
"Hey bro , i am manish i have done my 10th in 2015 ( science) , i have done my 12 (Biology) after that i have done polytechnic diploma in (Civil) and then i am working in call center but i wanted to be a (data analysis & coder) so could you please help could you give me best advice or roadmap.",Positive
Maine apna dost ko daily dekhta tha but Pehla Accha lagta nahi tha but avi day by day interested aa gaya I'm from commerce but i love  coding,Positive
Hi. Coding shikhane k liye english aani jaroori hee kya hame english aati nahi hee esi liye or hame shikhana hee coding....,Neutral
Didi is my dream I want to do a job in a Google company so which computer language should I learn so that I get a good package and my all dream is fulfilled?,Positive
mam aapke video se bahot motive huue 🙏🙏,Neutral
"Mam, I am college dropout but now I want to learn web designing so what should I do?",Neutral
really helpful and time saving video. subscribed the channel also. 👍👍,Positive
Can a retired person learn...,Neutral
"What to learn 
Void main ""for fun/school""",Positive
Mer paas sirf mobile hai,Neutral
Kya mobile se coding Sikh sakte hai,Neutral
what is the Convocation certificate,Neutral
Mam i am 26 years old and commerce student... To kya mai coding sikh k achi job paa sakta hu?,Positive
Mam Skill Tell Me Mam,Neutral
Mam plz batayie what are the opportunities for commerce graduates if I would like to go in IT sector .if I have done professional courses like html css java python etc from any private Institute if it is possible to get job by doing this plz reply mam its a humble reqst,Negative
"ARTs 
Side
Python programming is best 
And salary???",Positive
BCA k uper ak video bana dijiye nah....🙏,Neutral
Thanks a lot maam....,Positive
May cevil deploma may 1 year may hu muzay vhi coding sikni hay,Neutral
https://youtu.be/9ENsELpqUxI,Neutral
Arts li h maine toh kya m coding kr skta hu🤧,Neutral
There are many special needs kids who are not doing good at academic but have excellent talent for coding. You need to make video based on their needs too,Positive
I want to see your all  videos,Neutral
your way of teaching is very good.  I am beginners your videos is very helpful.,Positive
hello shradha,Neutral
Dii merq 11 &12 me ip subject nhi tha to kya me bca kr skti hu,Negative
mam jitna bhi video ke bare me btyi hai please uska link description me de dijiye,Positive
"Without qualification can I start to learn  coding ???
Qualification requirements Keya hai for Coding ????",Neutral
Very nice 😍,Positive
"C++ should must learn it is easy and basic language  before starting any other  
Programming language",Positive
React js developer course mil skta hai kya,Neutral
"Mam, cyber security tutorial banaye",Neutral
Did m a working professional in bpo with zero IT knowledge.  I want to start my career in IT with basics and need a high paying job in future ..pls guide as how I should start??? Pls hlp,Positive
Thank you 💖 you make it easy for us,Positive
Didi coding ke lea kon sa computer course kare didi please bta dejea 🙏,Neutral
Could an humanities student learn coding is it beneficial?,Neutral
to learn hacking,Neutral
Mam basice lecture ka video Bano na,Neutral
"I AM 15 YEARS OLD I AM NOT UNDERSTANDING. EXPLAIN LIKE YOUR VIEWERS LIKE UNDER 20. 

THANK YOU.☺️",Positive
With what language I can start c++ Java or python,Neutral
Which laptop is best for coding?,Positive
Kya arts wale sikh skte hi coding,Neutral
"Vicco vajradanti, tobacco inj... Blah blah",Neutral
Start.....,Neutral
"I am 12 year old I know HTML,CSS,PYTHON, JAVASCRIPT AND C++",Positive
wow,Positive
B .a ke students bhi coding kr sakte h didu?,Neutral
"I am 5 years old. I know HTML, CSS and Every Language Out there. I am God Gifted .",Positive
I require to learn for teaching coding to kids,Neutral
Thank you,Neutral
Diiii AI learning ke liye what's important,Positive
Helpful video,Neutral
Didi ap kaha se hai,Neutral
Blessed to see this video 😊😊,Neutral
Coding is my dream but I don't have any pc,Neutral
I am starting with C++,Neutral
Coding 0:40,Neutral
Didi main class 8 mein hun hamare liye batao ki ham kaise sikhe coding please🙏,Positive
Plz can anyone tell me can I get a high salary job if I learn coding without a B.Sc Maths degree just like engeneering students?,Positive
"Helo mam i am BA  student can i learn softwear coureses like a java, phython, java script",Neutral
Hello api suppose jis na coddling kabhi ni ke or wo ab perhna chata ha jase ka maa to ya jo C++ ha os ko ma shoro kero to smjh jao ga,Neutral
Aap didi nhi ho aap tho god ho 🌚,Neutral
I hate india top 5 percent people..with the depth of my heart..,Negative
She knows so much 🔥🥺🥺,Positive
Ma'am contact kasy kr skty han apsy,Neutral
Follow our coding channel CODING TURTLE-https://youtu.be/B3GoA7vJIgE,Neutral
Can we learn all languages,Neutral
Thank u so much maam  very helpful this video,Positive
Mam BSc plain biology hai mai sikhe sakte hai coding answer please,Negative
"Never buy second hand laptop , never buy less than 25 thousands price laptop ,",Negative
"Hello didi, I am about to join my b.tech cse this year after jee councilling sessions if everything goes according to plan.
I never had a computer as a subject  since class 9th. i dont wanna feel that i dont know basic stuffs once is get into the campus. As after jee mains and adv i might get 2-3 months before joining a campus and an additinal month before the academics starts in full fledged manner. What computer skills i must develop in these 2-3 months so that i dont lack behind in the college ?",Negative
which is used in cyber security,Neutral
Hii  mujha bhi coding karna hai apka passs 🙏🙏🙏🙏,Neutral
3:32 4:12 5:02,Neutral
kya hum sirf web designing kr skte h bina collage jaye?aur kya iska fayda hoga ya nhi?plzzz tell me,Neutral
Di please class 10th ka computer padha do Please di please,Neutral
Motivated and helpful video Thanks Ma'am.. 🥰,Positive
B.com wale kya coding nhi sikh sakte h?,Neutral
B.com k bad ky coding Sikh sakti hu ... mujhe coding Krna hai ...,Negative
University boys???,Neutral
which language is very simple??,Neutral
Best Video,Positive
एक हिन्दी मीडियम स्कूल का लड़का जो की 12th तक computer dekha tk nahi वो क्या करे कैसे start kare coding sikhna,Neutral
Java full details video banao Didi plllllllz🤗🤗🤗🤗🤗🤗🤗🤗🤗,Positive
"i want to ask a question 
can we run a vs code in core to Dou pc with 4Gb ram ?",Neutral
9-5 job karte hue coding sikhna is next to impossible.,Negative
"Mai arts background se hu , kya mai coading sikh sakta hu 🙃 aur kya sikhna mere liye better hoga , please reply didi 🙏",Neutral
Didi plz aap web designing aur uske liye konsi languages sikhni chahiye is par pura 1 video banaie na..... Plzz.. 💫🤗,Neutral
"Congratulations, you have a new subscriber.",Positive
That's helpful,Neutral
Thank you mam I'm confused for how to start coding now I'm decisied what I do.,Negative
Didi i inspired by you,Neutral
Mam I am arts student .. kya ma bhi software developer bann sakta hu ...Plzz reply,Neutral
Ma'am can you help me out in Software devlopment?,Neutral
Thank you for your help now I can learn coding from beginning and where to start :),Positive
Didi programming language sikhne ke liye leptop jaruri hai?? Pls give me answer didi,Neutral
I am arts student and I want to go for teaching in computer can anyone tell me which course will be good for that?,Positive
Mam jo log BA ke students hote hai to vo log coding nahi sikte hai plz iska reply de,Neutral
Yrr mujhe mechanical engineering krke robotics engineer banna h kaun sa programming language seekhun mein??,Neutral
You are Pakistani or indian,Neutral
Ek code software kese bnta hai,Neutral
Mam konsa laptop best hoga coding ke liye,Positive
"she looks clevee but i dont understand what language is she talking,😥",Neutral
Thanks didi for such a great information about coding,Positive
6:22 here you said for fun we should learn java script but at 6:35 you said only java instead of java script?,Positive
"I have just one dought plzz reply I passed my second puc in commerce 
Now I gonna do bca and I don't have any knowledge in computer but I wanna build my knowledge can I do",Neutral
Thank you 🤗🤗🤗 for helping me,Neutral
Madam kush bta bhi do coding k vare me,Neutral
"Hii mam
I have a question mam actually I'm from a non-technical  background. And i want a job in the technical line. Can I try? 
And Which is the best course  for the beginner ?",Positive
Didi i have a question can u answer plezzzz.......i am in 9 th class and i wont to become a coder can i learn this......?,Neutral
https://youtu.be/eKqY-oP1d_Y,Neutral
Bsc IT still worth now?????,Positive
i am always pro,Neutral
Very much thank you didi,Positive
thanks ma'am❣,Positive
Is there a tool or something for phone to do coding?,Neutral
I am 47 yrs old and learning Java.,Positive
"*Abhayudaya from slayy point*
🤯",Neutral
Great,Positive
"Codechef, leetcode, hackererath,  hackerrank pe nahi ata coding",Neutral
I am students of class 12th . I want to became a software engineer so I learn basic coding before going engineer college.then what's language I need to learn,Neutral
Didi if  bsc (cs) can I go for python,Neutral
mai ek B A student mein kya coding kar sakte hain coding Karke job mel sakte ha..?,Neutral
Sardha didi mujhe apse ek bat puchna ha ki 10th me bad coding Sikh sakte ha na or ise hm apna future me fhyda hoga na please batiya na please 😊,Negative
For AI what we had to learn..... Please any suggest me...?,Neutral
Didi?,Neutral
"Hii didi ,
I am in 12th std 
I will take computer science 
I want to be a computer engineer  
So which language should I learn ? 
Please reply 🙏🙏",Neutral
Coding krein kaise ye to koi batata hi nhi,Neutral
"Hello maam, 
I am from non tech background, and i want to be  professional in data science and machine learning programs, so can you suggest me some books regarding this 
Thank you",Positive
Iam13-14 year old . And feeling proud,Positive
Iam13-14 year old . And feeling proud,Positive
Di mera laptop 4 gb ram ka h kya mii esse Sikh sakta hu,Neutral
mujhe software bana ne sikhna hai to mare liya best h,Positive
Dhanyawad 👍 💖 JAI 💗 HIND 💖,Neutral
I am a 15 year boy😁,Neutral
Nice,Positive
"Hello, Aman sir, shraddha ma'am meri ek question thi....maine Bsc Chemistry hons. Kri hai . Aur bsc chemistry Krna mera ek junun tha ek sapna aur isi main mujhe job chahiye tha lekin father and mother dono ke operations hue corona ke period main...toh mujhe ek job ki bahut zaroorat hai...main ADCA ki computer main already...main October 2021 main hi graduate hua hun aur apne expenses ko nikalne ke liye main tuition leta hun ...toh kya main agar coding sikhta hun to phir mujhe placement milegi kyunki meri degree toh bsc hi hai lekin skill main agar for eg. Java sikha toh woh aa jayega ..toh kya itna kaafi hoga placement ke liye...
🙏🙏 Please help..@shraddha Ma'am and @Aman bhaiya",Positive
phton,Neutral
"Would u pls add subtitles ...
Very much interested in following this channel...
Pls add subtitles ..",Positive
Didi mai Art side se padhai krta hu aur mai java c++ seekhna CHAHTA hu plz kuchh btaiye,Neutral
pehle apna gale ka kharach thik kijie,Neutral
"ma'am can you plz..  suggest me which course I should  do   BCA ,B.VOC IT,  OR  MCA ?
 i have completed my BA regular . after  that external MA  course  in which i was lost interest   now i want to  go for IT field. what is more important  ??skills ?   degrees ?  colleges ? ???",Positive
B.Sc. bale seekh skate hai kya?,Neutral
I am textile engineer but I want to change my field . I want to work in IT field . Pls muje btayiye muje IT me job mil jayegi kya agr me Language sikh lu kuch jaise C++ and Java ??,Neutral
Php ka course ka link da dn,Neutral
"Di should i start with python language as a
Beginner or should i go with java or c++",Neutral
❣️❣️❣️❣️❣️,Neutral
👍🏻❤,Neutral
Ethical hacker ke liye konsi language achi hai,Positive
Me just in 6th  class and I want to learn coding,Neutral
"I am sorry 
I can't call you didi ..
I can call you sis
Would you like..😅",Negative
Didi nhi,Neutral
Didi mein b.com se hu mein bhi krr shkta hu ky coding,Neutral
I am a biology student..studying in 12cls ..can I learn coding didi?,Neutral
Mam I am in 9th and want to become software engineer which language will be best??,Positive
Mam coding shik ke achi job lag jygi ya degree bhi honi chhi ha 🥲 mujhe blockchain developer bnna ha 👀,Neutral
Do Coding help BBA STUDENT IN PACKAGE PLEASE REPLY,Neutral
Software Development mey kia kia kaam karte hain?? or sirf ek language kafi hey or koi dusri cheez nahi sikhna hota hey??,Neutral
Bhai tu biwi khoj ra h kya jo sundar chahiye😂😂,Neutral
"Best channel for learning
Thanku for best informative videos",Positive
Please give subtitles,Neutral
very use full video mam thank you❤,Positive
i am commerce sec. year student witch language in learn in coding?,Negative
Didi google konsa computer language use karta hai,Neutral
less Information more Advertisement,Positive
Which language to learn for ethical hacking,Positive
Yaar! I thought u r teaching in English it's ok 👋 bye,Positive
"Didi I am already in govt service. I am MCA. I have some idea of coding. My programming basics are ok, I have also done some work on C#, sql server. I want to learn Flutter or some thing like that. So that i can change my job. Pls guide me.",Positive
Apaki teaching hame bahut achha lagta hai I love you ❤️ didi,Positive
"plz.. make video on purchasing of Laptop .
Range (35k to 55k )
plz. help me ☺️",Neutral
Didi after 12th kya hum python kr sakte hai,Neutral
https://youtu.be/4AqnsrJzNQg,Neutral
"Hi, I am a class 10th student from icse board i have started studying java in class 8 via school . I got very much interest in beginning but my intrest is fading since I am not able to solve some problems. Please help how can i develop intrest",Positive
Didi i come form art side can i learn coding for make games and web development??,Neutral
Didi agar English nhi ati tu v cording Sikh sakte h,Neutral
Ma 8th class student and my dream business,Neutral
Mam wt about graphic design what should I learn,Neutral
Kya 12th ke board ke baad coding ko full time dena Sahi rahega?,Positive
can a science background student do a python course?,Neutral
Didi ham class 12th me hai aur coding shikh na chahte hai mere liye kon sa badhiya rhega,Negative
Mam phone se codding kar sakte hai jya aise hi fun ke liye school students hoto??? Plzzz batayie🙏🙏,Positive
Thnx di ins sb kb liye,Neutral
Wow you are amazing ma'am,Positive
Ye program sb basic to advanced kha se sikhe,Positive
"Kucha esa website develop karo na ki jisme 1 st year to last year tak ka all Books miljay jo author ki chaiye vo 
Please make a website please 
Hame book online mil jaye isliye 
Please",Neutral
Mam I want to do bca but I am art's students so what should i do now,Neutral
"Hey new subs here i.m 12 passed this year on 2022 and i want to become ethical hacker but i can only afford 1,2 lakh can u help me wt should i do",Positive
"ma'am ethical hacking kesse shikhe , starting kise kere pls bta digiye ma'am",Positive
dekho aap video k starting me esa mat bolo ki me aapki shraddha didi hoo okey,Neutral
"Mam coding kab shuru karna cahiye I'm In 10th class,. But I do not know anything about coding, I know how to run a computer, but when should I learn coding, should I learn coding from now on? Please tell me☺️☺️",Neutral
"Kahi par free coding sikhate  h
 Kahi par ho to jarur banaye",Positive
ye code type kaha pe karta h  coding k lie ....koi website ya software toh hota hoga na,Neutral
"Mujhse computer chalana nahi aata or maine bca mein admission le liya hai.? 
Kya bca ke liye computer chalana aana chahiye? 
Plzz koi reply karnaa??",Neutral
Kya Hindi medium bala student coding sikh sakta hai,Neutral
"Didi abhi 12th cet ka praparation kar raha hun , muje software engineer Banna hai , ghar ki  economical condition achhi nahi hai  muze bhi jaldi job ko lagna hai , aap muze motivate kariye ,",Positive
Watch on 1.5x thnx me later,Neutral
Didi please send me mobile number 🙏,Neutral
"Commerce student  
Coding can help to future",Neutral
"Good, acha lga real talent dekh kar",Positive
That quote and your explanation 💯,Neutral
Sharda,Neutral
Sodene,Neutral
Shradha Didi💖,Neutral
Cam a arts student learn coding ?,Neutral
"Hello mam, maine bsc pcm se kia hua h bt mujhe mam coding sikhni h to Mai kha se start kru bilkul basics se sbse phle kha sikhu or konsi language sikhu plj suggest",Neutral
Iam 7 drop I want to create games can i do it,Neutral
Didi aap angular par video nhi banate kya,Neutral
दीदी बीएससी साइंस में कर रखा हो तो हम कर सकते h,Neutral
Hello mam can I take best job by learning programer without degree please,Positive
Can we learn multiple languages ?,Neutral
Kya bina laptop ya computer k coding sikh skte h is pr vdo bnaiye,Neutral
Please tell how do I learn coding through mobile i don't have a laptop,Neutral
What about R language,Neutral
Didi me 7th me read Karrahun easy way for coding,Positive
Mam without degree walo ke liye coding me koi Job hai kya,Neutral
Didi you are great am from Pakistan,Positive
D  D  Wah wah  D D,Neutral
Thank you madam/didi,Neutral
Didi apne parents ke liye help me,Neutral
Mujhe bhi apke trah kuch krna hai,Neutral
I am in class 9th,Neutral
Ham 7 class me hai kya ham sikh paenge ☹️🙁,Neutral
I'm a commerce student of class 12 . Can I learn coding?,Neutral
Didi Bcom walon ke liye bhi kuch bana do,Neutral
Any software related to finance ma'am? Can you mention few?,Negative
Kya company b tech valo ko hi job deti h,Neutral
Didi kya ye course Art's side wale bhi kar sakte hai ya serf science,Neutral
Hello Mujhe Kya Aap Bata sakte hai main bio background se hu aur nahi main IT sector me hu I want to learn from the beginning how to start can you please guide me please,Positive
Can i start my career in coding without any college degree ?,Neutral
maine 12th Arts se kiya h. coding k liye kon-konse basic skills and knowledge mandatory h,Neutral
Di can a bsc student learn coding and also got placement,Neutral
Didi currently i am pursuing BEtec 2nd year mechanical & full stack web development & currently i am working mechanical company as( Sr Engineer ) but I'm going to shift to computer science .,Positive
Job ke liye kon sa acha hoga language,Neutral
liked it,Positive
"For back end : which one is best
1. Python + django
Or
2.JavaScript +php",Positive
Thank You Ma'am.,Neutral
I'm a student and I'm learning this in excitement and just for my interest in this.. 😀,Neutral
❤❤❤,Neutral
"I am arts graduate and I want to learn coding for placement. So, I want to know Is it possible ? Please reply someone if know you the the answer of the question.",Neutral
mam data science pe eak curses bnaiye language Pathen me 🙏🏻🙏🏻,Neutral
Speak in English we can't understand Hindi,Neutral
"आप बहुत अच्छा कर रहीं हैं बहुत बहुत धन्यवाद,आप जैसे लोगों की वजह से ही हमारे देश आगे बढ़ रहा है। well done 
आपका समझाने का तरीका बहुत बेहतरीन है थैंक्स u didi..#shradhadidi",Neutral
Kitni pyaari ho aap didi 🥺,Neutral
I love Coding because of Hacking,Positive
"Mam,Only 15 lectures for Java.Is it complete course for java or not?",Positive
Plz tell whether any graduation Compelsary for getting job through coding,Neutral
My options last fun ☺️ I intras only hacking,Positive
Ok,Positive
Paithan,Neutral
C++ and java mn different kya hn,Neutral
I am B.A student...can i learn coding?,Neutral
"Mera 12 th science background se tha but ab mai BHU  se BA Hons kr rhi hu 
Agr mai coding sikhna chahu to mere liye kya scope hai ?",Negative
One language for every thing?,Neutral
Didi python or Java mein se konsa acha hai?,Neutral
"C++ karke google, Infosys,tata,phonepay,etc. Company Mai internship karke permanent job kar sakte hai kya di...",Neutral
which language is best for job,Positive
Didi kya hum science background k bina bhi coding kar payenge kya fir science compulsory hai..??,Neutral
Motivation gets uh started....but desiplane keeps uh going,Neutral
Thanks didi,Positive
Dii apne +1 me subject konsa rakha ?,Negative
Di pls tell me apne +1 me konsa subject rakha pls dii tell me,Negative
Mam baug bounty  kaise sikhe kaunse language sikhe,Neutral
Hi....Shradha....I want to learn Python for become back end developer.....So what should I do......?,Neutral
❤️‍🔥❤️‍🔥,Neutral
Dii coding medical student bhi sikh skta hai?,Neutral
Will they teach all those in the class...? Juat wondering 🤔... Or we need to learn that on our own...,Positive
"Kya without laptop ya computer ke coding sikhi jaa skti hai?? 
Everyone can tell me?",Neutral
Ethical hacking ke lia konsa laungauge sikhna padega 🙂,Positive
Mam i want to do b tech in aerospace but also want to learn coding...will it be worth learning coding without having a cs degree ?,Positive
Kaha se sikhe didi,Neutral
Mam I am in 7 std I want to learn coding,Neutral
Kya art students bhi coding sikh sakte hain,Neutral
Dekhiye didi nhii h aap acchi lagti h humko...,Neutral
